semaine;reg;pop;P;T;Ti;Tp;Td
17/01/2021;52;1437137;1296;35125;90,18;3,69;2444,1
17/01/2021;53;596186;327;11235;54,85;2,91;1884,48
17/01/2021;53;755566;593;15214;78,48;3,9;2013,59
17/01/2021;53;906554;314;18528;34,64;1,69;2043,78
17/01/2021;53;1082073;1515;30191;140,01;5,02;2790,11
17/01/2021;75;437398;558;11897;127,57;4,69;2719,95
17/01/2021;75;116270;123;4159;105,79;2,96;3577,02
17/01/2021;75;240336;332;6656;138,14;4,99;2769,46
17/01/2021;75;330336;308;7319;93,24;4,21;2215,62
17/01/2021;75;348180;328;7672;94,2;4,28;2203,46
17/01/2021;75;370774;382;8666;103,03;4,41;2337,27
17/01/2021;75;372627;511;11146;137,13;4,58;2991,19
17/01/2021;75;408393;694;12545;169,93;5,53;3071,8
17/01/2021;75;411979;383;9824;92,97;3,9;2384,59
17/01/2021;75;647080;568;17856;87,78;3,18;2759,47
17/01/2021;75;683169;396;17541;57,97;2,26;2567,59
17/01/2021;75;1633440;1688;45710;103,34;3,69;2798,39
17/01/2021;76;1400935;2580;54333;184,16;4,75;3878,34
17/01/2021;76;1176145;1650;40596;140,29;4,06;3451,62
17/01/2021;76;748468;1341;23960;179,17;5,6;3201,21
17/01/2021;76;76286;130;2171;170,41;5,99;2845,87
17/01/2021;76;152398;204;5025;133,86;4,06;3297,29
17/01/2021;76;173166;183;6551;105,68;2,79;3783,08
17/01/2021;76;190040;181;5120;95,24;3,54;2694,17
17/01/2021;76;226839;172;5275;75,82;3,26;2325,44
17/01/2021;76;262618;371;8590;141,27;4,32;3270,91
17/01/2021;76;278360;320;8500;114,96;3,76;3053,6
17/01/2021;76;372705;574;14338;154,01;4;3847,01
17/01/2021;76;387898;698;12663;179,94;5,51;3264,52
17/01/2021;76;479000;408;16668;85,18;2,45;3479,75
17/01/2021;84;226901;283;4344;124,72;6,51;1914,49
17/01/2021;84;326875;612;7983;187,23;7,67;2442,22
17/01/2021;84;331315;402;7424;121,33;5,41;2240,77
17/01/2021;84;432548;517;9771;119,52;5,29;2258,94
17/01/2021;84;520560;1016;12399;195,17;8,19;2381,86
17/01/2021;84;656955;1229;15919;187,08;7,72;2423,15
17/01/2021;84;660240;907;17490;137,37;5,19;2649,04
17/01/2021;84;764737;1355;19167;177,19;7,07;2506,35
17/01/2021;84;828405;1337;22324;161,39;5,99;2694,82
17/01/2021;84;1264979;2022;30150;159,84;6,71;2383,44
17/01/2021;84;1876051;3595;55195;191,63;6,51;2942,08
17/01/2021;84;142811;190;4361;133,04;4,36;3053,69
17/01/2021;93;165197;360;6108;217,92;5,89;3697,4
17/01/2021;93;141756;306;5188;215,86;5,9;3659,81
17/01/2021;93;560997;1156;17962;206,06;6,44;3201,8
17/01/2021;93;1073836;2640;43690;245,85;6,04;4068,59
17/01/2021;93;1079396;4837;57315;448,12;8,44;5309,91
17/01/2021;93;2034469;5785;101540;284,35;5,7;4990,98
20/01/2021;94;162421;68;6096;41,87;1,12;3753,21
20/01/2021;94;182258;210;8264;115,22;2,54;4534,23
20/01/2021;1;376879;4073;22377;1080,72;18,2;5937,45
20/01/2021;2;358749;7328;38446;2042,65;19,06;10716,69
20/01/2021;3;290691;506;6670;174,07;7,59;2294,53
20/01/2021;4;859959;19099;50767;2220,92;37,62;5903,42
20/01/2021;5;5997;5;61;83,38;8,2;1017,18
20/01/2021;6;279471;72;3265;25,76;2,21;1168,28
20/01/2021;7;9961;52;935;522,04;5,56;9386,61
20/01/2021;8;35334;58;1629;164,15;3,56;4610,29
20/01/2021;11;1319401;10929;48057;828,33;22,74;3642,33
20/01/2021;11;1423607;12809;54692;899,76;23,42;3841,79
20/01/2021;11;1448625;14366;59387;991,7;24,19;4099,54
20/01/2021;11;1613762;13929;78308;863,14;17,79;4852,51
20/01/2021;11;1670149;10051;71425;601,8;14,07;4276,56
20/01/2021;11;2148271;18413;134679;857,11;13,67;6269,18
20/01/2021;11;1406041;11048;64529;785,75;17,12;4589,41
20/01/2021;11;1248354;9451;48558;757,08;19,46;3889,76
20/01/2021;24;217139;3066;8256;1412;37,14;3802,17
20/01/2021;24;296404;3604;11376;1215,91;31,68;3838
20/01/2021;24;327835;4138;11758;1262,22;35,19;3586,56
20/01/2021;24;429425;4095;13364;953,6;30,64;3112,07
20/01/2021;24;605380;7287;24476;1203,71;29,77;4043,08
20/01/2021;24;682890;6725;23065;984,79;29,16;3377,56
20/01/2021;27;199596;2593;7853;1299,12;33,02;3934,45
20/01/2021;27;140145;2464;7350;1758,18;33,52;5244,57
20/01/2021;27;233194;4046;11768;1735,04;34,38;5046,44
20/01/2021;27;257849;4352;12517;1687,81;34,77;4854,39
20/01/2021;27;332096;4313;14171;1298,72;30,44;4267,14
20/01/2021;27;532886;7649;24931;1435,39;30,68;4678,49
20/01/2021;27;539449;8763;26202;1624,44;33,44;4857,18
20/01/2021;27;547824;7644;23084;1395,34;33,11;4213,76
20/01/2021;28;276903;3183;9767;1149,5;32,59;3527,23
20/01/2021;28;490669;6678;17937;1361;37,23;3655,62
20/01/2021;28;600687;5807;18324;966,73;31,69;3050,51
20/01/2021;28;691453;8876;32020;1283,67;27,72;4630,83
20/01/2021;28;1243788;12875;47340;1035,14;27,2;3806,11
20/01/2021;32;2588988;31869;126040;1230,94;25,28;4868,31
20/01/2021;32;1452778;19328;64384;1330,42;30,02;4431,79
20/01/2021;32;825077;7790;28042;944,15;27,78;3398,71
20/01/2021;32;526050;6585;19717;1251,78;33,4;3748,12
20/01/2021;32;569769;6755;22468;1185,57;30,06;3943,35
20/01/2021;44;181641;2927;8235;1611,42;35,54;4533,67
20/01/2021;44;265531;3879;12113;1460,85;32,02;4561,8
20/01/2021;44;309907;3945;12721;1272,96;31,01;4104,78
20/01/2021;44;359520;5840;16860;1624,39;34,64;4689,59
20/01/2021;44;563823;6086;21660;1079,42;28,1;3841,63
20/01/2021;44;730398;12643;38826;1730,97;32,56;5315,73
20/01/2021;44;763204;11189;39088;1466,06;28,63;5121,57
20/01/2021;44;1035866;18928;58405;1827,26;32,41;5638,28
20/01/2021;44;1132607;16078;61992;1419,56;25,94;5473,39
20/01/2021;44;169250;2445;7012;1444,61;34,87;4142,98
20/01/2021;52;305365;4255;10676;1393,41;39,86;3496,14
20/01/2021;52;560227;5939;19033;1060,11;31,2;3397,37
20/01/2021;52;683187;9563;26996;1399,76;35,42;3951,48
20/01/2021;52;815881;10605;30075;1299,82;35,26;3686,2
20/01/2021;52;1437137;18120;54113;1260,84;33,49;3765,33
20/01/2021;53;596186;8058;23418;1351,59;34,41;3927,97
20/01/2021;53;755566;10173;27206;1346,41;37,39;3600,74
20/01/2021;53;906554;13777;39352;1519,71;35,01;4340,83
20/01/2021;53;1082073;14078;42938;1301,02;32,79;3968,12
20/01/2021;75;116270;2326;6058;2000,52;38,4;5210,29
20/01/2021;75;240336;4764;12739;1982,22;37,4;5300,5
20/01/2021;75;330336;7701;19936;2331,26;38,63;6035,07
20/01/2021;75;348180;7329;17234;2104,95;42,53;4949,74
20/01/2021;75;370774;8586;21908;2315,7;39,19;5908,72
20/01/2021;75;372627;7153;19334;1919,61;37;5188,57
20/01/2021;75;408393;8315;19933;2036,03;41,71;4880,84
20/01/2021;75;411979;10122;23982;2456,92;42,21;5821,17
20/01/2021;75;437398;7648;22252;1748,52;34,37;5087,36
20/01/2021;75;647080;12898;34107;1993,26;37,82;5270,91
20/01/2021;75;683169;15886;38722;2325,34;41,03;5668
20/01/2021;75;1633440;34263;97063;2097,6;35,3;5942,24
20/01/2021;76;76286;1283;3344;1681,83;38,37;4383,5
20/01/2021;76;152398;3201;9461;2100,42;33,83;6208,09
20/01/2021;76;173166;3362;8855;1941,49;37,97;5113,59
20/01/2021;76;190040;4258;11516;2240,58;36,97;6059,78
20/01/2021;76;226839;5303;14409;2337,78;36,8;6352,08
20/01/2021;76;262618;5627;15489;2142,66;36,33;5897,92
20/01/2021;76;278360;6207;16270;2229,85;38,15;5844,95
20/01/2021;76;372705;6869;22171;1843,01;30,98;5948,67
20/01/2021;76;387898;7390;21060;1905,14;35,09;5429,26
20/01/2021;76;479000;6404;24676;1336,95;25,95;5151,57
20/01/2021;76;748468;12037;41554;1608,22;28,97;5551,87
20/01/2021;76;1176145;18958;70618;1611,88;26,85;6004,19
20/01/2021;76;1400935;25081;81227;1790,3;30,88;5798,06
20/01/2021;84;142811;2696;8307;1887,81;32,45;5816,78
20/01/2021;84;226901;3682;10868;1622,73;33,88;4789,75
20/01/2021;84;326875;4778;14859;1461,72;32,16;4545,77
20/01/2021;84;331315;5007;16555;1511,25;30,24;4996,76
20/01/2021;84;432548;4930;15864;1139,76;31,08;3667,57
20/01/2021;84;520560;7020;22806;1348,55;30,78;4381,05
20/01/2021;84;656955;8273;27040;1259,29;30,6;4115,96
20/01/2021;84;660240;10687;33699;1618,65;31,71;5104,05
20/01/2021;84;764737;9951;34185;1301,23;29,11;4470,16
20/01/2021;84;828405;9710;32104;1172,13;30,25;3875,4
20/01/2021;84;1264979;16851;53964;1332,12;31,23;4266
20/01/2021;84;1876051;21498;94292;1145,92;22,8;5026,09
20/01/2021;93;1079396;12456;55470;1153,98;22,46;5138,98
20/01/2021;93;2034469;26276;120666;1291,54;21,78;5931,08
20/01/2021;93;1073836;13257;52615;1234,55;25,2;4899,72
20/01/2021;93;560997;7586;26270;1352,24;28,88;4682,73
20/01/2021;93;141756;1679;5164;1184,43;32,51;3642,88
20/01/2021;93;165197;2409;7658;1458,26;31,46;4635,68
30/01/2021;94;162421;2439;10698;1501,65;22,8;6586,59
30/01/2021;94;182258;2445;10692;1341,5;22,87;5866,41
30/01/2021;1;372939;60;2651;16,09;2,26;710,84
30/01/2021;2;350373;52;2693;14,84;1,93;768,61
30/01/2021;3;294436;11;711;3,74;1,55;241,48
30/01/2021;4;868846;479;2158;55,13;22,2;248,38
30/01/2021;5;6008;0;5;0;0;83,22
30/01/2021;6;299348;2;457;0,67;0,44;152,67
30/01/2021;7;10123;4;40;39,51;10;395,14
30/01/2021;8;34070;4;134;11,74;2,99;393,31
30/01/2021;11;1434351;593;8916;41,34;6,65;621,61
30/01/2021;11;1276534;438;7090;34,31;6,18;555,41
30/01/2021;11;1315404;426;7879;32,39;5,41;598,98
30/01/2021;11;1443796;497;7860;34,42;6,32;544,4
30/01/2021;11;1463709;478;8256;32,66;5,79;564,05
30/01/2021;11;1643080;774;11143;47,11;6,95;678,18
30/01/2021;11;1678367;584;10526;34,8;5,55;627,16
30/01/2021;11;2139907;1053;17316;49,21;6,08;809,19
30/01/2021;24;215031;79;1139;36,74;6,94;529,69
30/01/2021;24;296904;55;1599;18,52;3,44;538,56
30/01/2021;24;325598;74;1788;22,73;4,14;549,14
30/01/2021;24;427776;128;2786;29,92;4,59;651,28
30/01/2021;24;613406;123;2356;20,05;5,22;384,08
30/01/2021;24;686200;181;3467;26,38;5,22;505,25
30/01/2021;27;137714;28;771;20,33;3,63;559,86
30/01/2021;27;199373;51;1002;25,58;5,09;502,58
30/01/2021;27;232531;38;985;16,34;3,86;423,6
30/01/2021;27;257128;48;1587;18,67;3,02;617,2
30/01/2021;27;330074;127;1906;38,48;6,66;577,45
30/01/2021;27;534424;143;3328;26,76;4,3;622,73
30/01/2021;27;546577;138;3523;25,25;3,92;644,56
30/01/2021;27;547572;105;2995;19,18;3,51;546,96
30/01/2021;28;273214;96;1785;35,14;5,38;653,33
30/01/2021;28;491281;131;2286;26,66;5,73;465,31
30/01/2021;28;593885;167;2706;28,12;6,17;455,64
30/01/2021;28;695310;284;4214;40,85;6,74;606,06
30/01/2021;28;1253596;380;6686;30,31;5,68;533,35
30/01/2021;32;524403;159;2850;30,32;5,58;543,48
30/01/2021;32;566328;203;3284;35,84;6,18;579,88
30/01/2021;32;833013;325;5010;39,01;6,49;601,43
30/01/2021;32;1456555;342;7983;23,48;4,28;548,07
30/01/2021;32;2606873;812;16201;31,15;5,01;621,47
30/01/2021;44;166343;28;925;16,83;3,03;556,08
30/01/2021;44;178156;55;885;30,87;6,21;496,76
30/01/2021;44;265285;72;1615;27,14;4,46;608,78
30/01/2021;44;311083;93;1861;29,9;5;598,23
30/01/2021;44;358175;96;2570;26,8;3,74;717,53
30/01/2021;44;562545;169;4284;30,04;3,94;761,54
30/01/2021;44;731006;205;3826;28,04;5,36;523,39
30/01/2021;44;768557;297;5634;38,64;5,27;733,06
30/01/2021;44;1044398;343;5122;32,84;6,7;490,43
30/01/2021;44;1156546;418;9319;36,14;4,49;805,76
30/01/2021;52;1478101;347;3909;23,48;8,88;264,46
30/01/2021;52;305870;63;1513;20,6;4,16;494,65
30/01/2021;52;564588;127;3129;22,49;4,06;554,21
30/01/2021;52;699296;143;2778;20,45;5,15;397,26
30/01/2021;52;825241;200;3226;24,24;6,2;390,92
30/01/2021;53;1107860;327;5162;29,52;6,33;465,94
30/01/2021;53;922797;313;4664;33,92;6,71;505,42
30/01/2021;53;770921;252;3800;32,69;6,63;492,92
30/01/2021;53;601354;213;2780;35,42;7,66;462,29
30/01/2021;75;113711;12;491;10,55;2,44;431,8
30/01/2021;75;238445;51;1247;21,39;4,09;522,97
30/01/2021;75;329135;83;2168;25,22;3,83;658,7
30/01/2021;75;350298;49;1476;13,99;3,32;421,36
30/01/2021;75;369805;129;1332;34,88;9,68;360,19
30/01/2021;75;374426;62;1786;16,56;3,47;477
30/01/2021;75;411087;59;2071;14,35;2,85;503,79
30/01/2021;75;422332;117;2426;27,7;4,82;574,43
30/01/2021;75;440164;83;2213;18,86;3,75;502,77
30/01/2021;75;659482;193;3694;29,27;5,22;560,14
30/01/2021;75;691770;225;4314;32,53;5,22;623,62
30/01/2021;75;1681330;472;8039;28,07;5,87;478,13
30/01/2021;76;76573;15;419;19,59;3,58;547,19
30/01/2021;76;153126;50;1003;32,65;4,99;655,02
30/01/2021;76;174522;36;638;20,63;5,64;365,57
30/01/2021;76;192279;46;1136;23,92;4,05;590,81
30/01/2021;76;231014;68;1323;29,44;5,14;572,69
30/01/2021;76;264216;62;1640;23,47;3,78;620,7
30/01/2021;76;280254;71;1690;25,33;4,2;603,02
30/01/2021;76;379844;90;2211;23,69;4,07;582,08
30/01/2021;76;393046;68;2273;17,3;2,99;578,3
30/01/2021;76;485396;102;3720;21,01;2,74;766,38
30/01/2021;76;753436;204;6163;27,08;3,31;817,99
30/01/2021;76;1217787;377;10547;30,96;3,57;866,08
30/01/2021;76;1452055;354;7275;24,38;4,87;501,01
30/01/2021;84;143280;23;874;16,05;2,63;609,99
30/01/2021;84;227224;44;1572;19,36;2,8;691,83
30/01/2021;84;330865;68;2004;20,55;3,39;605,69
30/01/2021;84;331757;61;2032;18,39;3;612,5
30/01/2021;84;442054;132;2304;29,86;5,73;521,2
30/01/2021;84;524506;86;2860;16,4;3,01;545,27
30/01/2021;84;665391;141;3238;21,19;4,35;486,63
30/01/2021;84;672494;130;2659;19,33;4,89;395,39
30/01/2021;84;767549;152;5347;19,8;2,84;696,63
30/01/2021;84;850125;212;3989;24,94;5,31;469,23
30/01/2021;84;1285915;351;6753;27,3;5,2;525,15
30/01/2021;84;1912073;603;12505;31,54;4,82;654
30/01/2021;93;2062499;1066;24838;51,68;4,29;1204,27
30/01/2021;93;141059;40;862;28,36;4,64;611,09
30/01/2021;93;165582;39;1405;23,55;2,78;848,52
30/01/2021;93;562928;129;4545;22,92;2,84;807,39
30/01/2021;93;1095564;380;10685;34,69;3,56;975,3
30/01/2021;93;1103555;421;7977;38,15;5,28;722,85
13/02/2021;94;162314;93;1598;57,3;5,82;984,51
13/02/2021;94;187151;106;1497;56,64;7,08;799,89
13/02/2021;1;376879;265;4290;70,31;6,18;1138,3
13/02/2021;2;358749;213;4500;59,37;4,73;1254,36
13/02/2021;3;290691;53;3078;18,23;1,72;1058,86
13/02/2021;4;859959;906;18205;105,35;4,98;2116,96
13/02/2021;5;5997;1;16;16,68;6,25;266,8
13/02/2021;6;279471;502;4952;179,63;10,14;1771,92
13/02/2021;7;9961;52;1123;522,04;4,63;11273,97
13/02/2021;8;35334;21;723;59,43;2,9;2046,19
13/02/2021;11;2148271;7534;122751;350,7;6,14;5713,94
13/02/2021;11;1613762;5184;68282;321,24;7,59;4231,23
13/02/2021;11;1670149;7835;66793;469,12;11,73;3999,22
13/02/2021;11;1448625;4201;51645;290;8,13;3565,1
13/02/2021;11;1423607;5342;52720;375,24;10,13;3703,27
13/02/2021;11;1248354;5446;48849;436,25;11,15;3913,07
13/02/2021;11;1319401;4456;47491;337,73;9,38;3599,44
13/02/2021;11;1406041;5929;57476;421,68;10,32;4087,79
13/02/2021;24;217139;226;3960;104,08;5,71;1823,72
13/02/2021;24;296404;359;6589;121,12;5,45;2222,98
13/02/2021;24;327835;612;7899;186,68;7,75;2409,44
13/02/2021;24;429425;965;11482;224,72;8,4;2673,81
13/02/2021;24;605380;1235;17224;204;7,17;2845,16
13/02/2021;24;682890;1015;15194;148,63;6,68;2224,96
13/02/2021;27;532886;663;14164;124,42;4,68;2657,98
13/02/2021;27;140145;195;3617;139,14;5,39;2580,9
13/02/2021;27;199596;413;7240;206,92;5,7;3627,33
13/02/2021;27;233194;339;6308;145,37;5,37;2705,04
13/02/2021;27;257849;417;7333;161,72;5,69;2843,91
13/02/2021;27;332096;584;10300;175,85;5,67;3101,51
13/02/2021;27;539449;1317;19376;244,14;6,8;3591,81
13/02/2021;27;547824;619;12514;112,99;4,95;2284,31
13/02/2021;28;276903;470;7878;169,73;5,97;2845,04
13/02/2021;28;490669;477;10845;97,21;4,4;2210,25
13/02/2021;28;600687;1487;15790;247,55;9,42;2628,66
13/02/2021;28;691453;1056;19582;152,72;5,39;2832,01
13/02/2021;28;1243788;2815;37536;226,32;7,5;3017,88
13/02/2021;32;526050;1374;15167;261,19;9,06;2883,19
13/02/2021;32;569769;1600;17948;280,82;8,91;3150,05
13/02/2021;32;825077;2663;28183;322,76;9,45;3415,8
13/02/2021;32;1452778;5259;56196;362;9,36;3868,18
13/02/2021;32;2588988;8470;98466;327,15;8,6;3803,26
13/02/2021;44;309907;966;11251;311,71;8,59;3630,44
13/02/2021;44;563823;1170;18027;207,51;6,49;3197,28
13/02/2021;44;730398;1512;26139;207,01;5,78;3578,73
13/02/2021;44;763204;942;21704;123,43;4,34;2843,8
13/02/2021;44;1035866;2593;52719;250,32;4,92;5089,37
13/02/2021;44;1132607;2087;41148;184,27;5,07;3633,03
13/02/2021;44;359520;507;9583;141,02;5,29;2665,5
13/02/2021;44;265531;494;11449;186,04;4,31;4311,74
13/02/2021;44;181641;360;5503;198,19;6,54;3029,6
13/02/2021;44;169250;258;4887;152,44;5,28;2887,44
13/02/2021;52;305365;378;6730;123,79;5,62;2203,92
13/02/2021;52;560227;923;14427;164,75;6,4;2575,21
13/02/2021;52;683187;910;17606;133,2;5,17;2577,04
13/02/2021;52;815881;1526;22327;187,04;6,83;2736,55
13/02/2021;52;1437137;1936;34698;134,71;5,58;2414,38
13/02/2021;53;906554;585;19770;64,53;2,96;2180,79
13/02/2021;53;596186;737;15588;123,62;4,73;2614,62
13/02/2021;53;755566;937;17380;124,01;5,39;2300,26
13/02/2021;53;1082073;1826;27148;168,75;6,73;2508,89
13/02/2021;75;116270;50;3096;43;1,61;2662,77
13/02/2021;75;240336;361;8656;150,21;4,17;3601,62
13/02/2021;75;330336;391;8555;118,36;4,57;2589,79
13/02/2021;75;348180;508;10581;145,9;4,8;3038,95
13/02/2021;75;370774;443;9848;119,48;4,5;2656,07
13/02/2021;75;372627;503;11812;134,99;4,26;3169,93
13/02/2021;75;408393;482;11396;118,02;4,23;2790,45
13/02/2021;75;411979;306;9914;74,28;3,09;2406,43
13/02/2021;75;437398;828;15998;189,3;5,18;3657,54
13/02/2021;75;647080;633;16415;97,82;3,86;2536,78
13/02/2021;75;683169;326;17378;47,72;1,88;2543,73
13/02/2021;75;1633440;2255;49441;138,05;4,56;3026,8
13/02/2021;76;226839;200;5766;88,17;3,47;2541,89
13/02/2021;76;262618;439;7974;167,16;5,51;3036,35
13/02/2021;76;278360;314;7741;112,8;4,06;2780,93
13/02/2021;76;372705;372;12040;99,81;3,09;3230,44
13/02/2021;76;387898;556;10287;143,34;5,4;2651,99
13/02/2021;76;479000;341;12357;71,19;2,76;2579,75
13/02/2021;76;748468;1746;23726;233,28;7,36;3169,94
13/02/2021;76;1176145;1784;38699;151,68;4,61;3290,33
13/02/2021;76;1400935;1829;44342;130,56;4,12;3165,17
13/02/2021;76;190040;104;3966;54,73;2,62;2086,93
13/02/2021;76;173166;111;3106;64,1;3,57;1793,65
13/02/2021;76;152398;179;4830;117,46;3,71;3169,33
13/02/2021;76;76286;114;1950;149,44;5,85;2556,17
13/02/2021;84;142811;132;4475;92,43;2,95;3133,51
13/02/2021;84;226901;205;4398;90,35;4,66;1938,29
13/02/2021;84;326875;418;8224;127,88;5,08;2515,95
13/02/2021;84;331315;473;8657;142,76;5,46;2612,92
13/02/2021;84;432548;672;11995;155,36;5,6;2773,1
13/02/2021;84;520560;840;14565;161,36;5,77;2797,95
13/02/2021;84;656955;1178;19628;179,31;6;2987,72
13/02/2021;84;660240;936;21701;141,77;4,31;3286,83
13/02/2021;84;764737;1382;22184;180,72;6,23;2900,87
13/02/2021;84;828405;1760;24473;212,46;7,19;2954,23
13/02/2021;84;1264979;2329;32445;184,11;7,18;2564,86
13/02/2021;84;1876051;4937;69934;263,16;7,06;3727,72
13/02/2021;93;141756;315;4341;222,21;7,26;3062,3
13/02/2021;93;165197;300;4508;181,6;6,65;2728,86
13/02/2021;93;560997;1221;15349;217,65;7,95;2736,02
13/02/2021;93;1073836;3082;40586;287,01;7,59;3779,53
13/02/2021;93;1079396;4140;55652;383,55;7,44;5155,85
13/02/2021;93;2034469;5396;84822;265,23;6,36;4169,25
17/02/2021;94;162421;184;8669;113,29;2,12;5337,36
17/02/2021;94;182258;299;9349;164,05;3,2;5129,54
17/02/2021;1;376879;4036;21780;1070,9;18,53;5779,04
17/02/2021;2;358749;11500;39293;3205,58;29,27;10952,78
17/02/2021;3;290691;278;4107;95,63;6,77;1412,84
17/02/2021;4;859959;8969;29125;1042,96;30,79;3386,79
17/02/2021;5;5997;27;93;450,23;29,03;1550,78
17/02/2021;6;279471;42;2682;15,03;1,57;959,67
17/02/2021;7;9961;43;982;431,68;4,38;9858,45
17/02/2021;8;35334;32;1816;90,56;1,76;5139,53
17/02/2021;11;1670149;4218;48833;252,55;8,64;2923,87
17/02/2021;11;1248354;4100;28327;328,43;14,47;2269,15
17/02/2021;11;1319401;4572;26886;346,52;17,01;2037,74
17/02/2021;11;1406041;5601;40430;398,35;13,85;2875,45
17/02/2021;11;1423607;4523;29195;317,71;15,49;2050,78
17/02/2021;11;1448625;6577;33536;454,02;19,61;2315,02
17/02/2021;11;1613762;8266;51185;512,22;16,15;3171,78
17/02/2021;11;2148271;13186;98564;613,8;13,38;4588,06
17/02/2021;24;217139;1881;5231;866,27;35,96;2409,06
17/02/2021;24;296404;2055;6863;693,31;29,94;2315,42
17/02/2021;24;327835;2093;7026;638,43;29,79;2143,15
17/02/2021;24;429425;1966;8577;457,82;22,92;1997,32
17/02/2021;24;605380;5502;18572;908,85;29,63;3067,83
17/02/2021;24;682890;3781;14204;553,68;26,62;2079,98
17/02/2021;27;547824;2584;10535;471,68;24,53;1923,06
17/02/2021;27;539449;2825;12116;523,68;23,32;2246
17/02/2021;27;140145;724;3232;516,61;22,4;2306,18
17/02/2021;27;199596;984;3520;493;27,95;1763,56
17/02/2021;27;233194;1298;5100;556,62;25,45;2187,02
17/02/2021;27;257849;1280;5493;496,41;23,3;2130,32
17/02/2021;27;332096;1478;6585;445,05;22,44;1982,86
17/02/2021;27;532886;2966;11935;556,59;24,85;2239,69
17/02/2021;28;600687;3580;13628;595,98;26,27;2268,74
17/02/2021;28;691453;6818;22638;986,04;30,12;3273,98
17/02/2021;28;1243788;8860;41934;712,34;21,13;3371,47
17/02/2021;28;276903;2226;7271;803,89;30,61;2625,83
17/02/2021;28;490669;5197;13803;1059,17;37,65;2813,1
17/02/2021;32;526050;3316;13053;630,36;25,4;2481,32
17/02/2021;32;569769;4637;17906;813,84;25,9;3142,68
17/02/2021;32;825077;3714;18685;450,14;19,88;2264,64
17/02/2021;32;1452778;14329;49192;986,32;29,13;3386,06
17/02/2021;32;2588988;22407;91597;865,47;24,46;3537,95
17/02/2021;44;359520;2830;10992;787,16;25,75;3057,41
17/02/2021;44;169250;1453;4648;858,49;31,26;2746,23
17/02/2021;44;181641;2037;6076;1121,44;33,53;3345,06
17/02/2021;44;265531;3564;12480;1342,22;28,56;4700,02
17/02/2021;44;309907;1812;7551;584,69;24;2436,54
17/02/2021;44;563823;4185;18936;742,25;22,1;3358,5
17/02/2021;44;730398;8263;29462;1131,3;28,05;4033,69
17/02/2021;44;763204;6635;23832;869,36;27,84;3122,63
17/02/2021;44;1035866;12793;43820;1235,01;29,19;4230,28
17/02/2021;44;1132607;11555;43945;1020,21;26,29;3879,99
17/02/2021;52;305365;2204;6950;721,76;31,71;2275,96
17/02/2021;52;560227;3626;13224;647,24;27,42;2360,47
17/02/2021;52;683187;4968;15724;727,18;31,6;2301,57
17/02/2021;52;815881;5360;19183;656,96;27,94;2351,2
17/02/2021;52;1437137;9094;34780;632,79;26,15;2420,09
17/02/2021;53;596186;6709;18570;1125,32;36,13;3114,8
17/02/2021;53;755566;5639;17407;746,33;32,4;2303,84
17/02/2021;53;906554;11432;29747;1261,04;38,43;3281,33
17/02/2021;53;1082073;9925;30089;917,22;32,99;2780,68
17/02/2021;75;116270;1007;3160;866,09;31,87;2717,81
17/02/2021;75;240336;2108;6377;877,11;33,06;2653,37
17/02/2021;75;330336;3102;9230;939,04;33,61;2794,12
17/02/2021;75;348180;2765;7507;794,13;36,83;2156,07
17/02/2021;75;370774;2915;8708;786,19;33,47;2348,6
17/02/2021;75;372627;3229;9195;866,55;35,12;2467,62
17/02/2021;75;408393;2652;8824;649,37;30,05;2160,66
