dep;semaine;pop;P;T;Ti;Tp;Td;cl_age90
39;2020-S21;257849,00;13,00;814,00;5,04;1,60;315,69;0
39;2020-S22;257849,00;3,00;785,00;1,16;0,38;304,44;0
40;2020-S20;411979,00;2,00;667,00;0,49;0,30;161,90;0
40;2020-S21;411979,00;8,00;788,00;1,94;1,02;191,27;0
40;2020-S22;411979,00;3,00;870,00;0,73;0,34;211,18;0
41;2020-S20;327835,00;10,00;606,00;3,05;1,65;184,85;0
41;2020-S21;327835,00;16,00;796,00;4,88;2,01;242,81;0
41;2020-S22;327835,00;6,00;762,00;1,83;0,79;232,43;0
42;2020-S20;764737,00;27,00;1424,00;3,53;1,90;186,21;0
42;2020-S21;764737,00;17,00;2665,00;2,22;0,64;348,49;0
42;2020-S22;764737,00;17,00;3217,00;2,22;0,53;420,67;0
43;2020-S20;226901,00;2,00;238,00;0,88;0,84;104,89;0
43;2020-S21;226901,00;6,00;418,00;2,64;1,44;184,22;0
43;2020-S22;226901,00;7,00;515,00;3,09;1,36;226,97;0
44;2020-S20;1437137,00;25,00;2301,00;1,74;1,09;160,11;0
44;2020-S21;1437137,00;51,00;3491,00;3,55;1,46;242,91;0
44;2020-S22;1437137,00;118,00;4866,00;8,21;2,42;338,59;0
45;2020-S20;682890,00;101,00;2251,00;14,79;4,49;329,63;0
45;2020-S21;682890,00;101,00;3222,00;14,79;3,13;471,82;0
45;2020-S22;682890,00;101,00;3488,00;14,79;2,90;510,77;0
46;2020-S20;173166,00;9,00;285,00;5,20;3,16;164,58;0
46;2020-S21;173166,00;4,00;379,00;2,31;1,06;218,87;0
46;2020-S22;173166,00;2,00;374,00;1,15;0,53;215,98;0
47;2020-S20;330336,00;3,00;434,00;0,91;0,69;131,38;0
47;2020-S21;330336,00;5,00;659,00;1,51;0,76;199,49;0
47;2020-S22;330336,00;4,00;787,00;1,21;0,51;238,24;0
48;2020-S20;76286,00;0,00;205,00;0,00;0,00;268,73;0
48;2020-S21;76286,00;4,00;310,00;5,24;1,29;406,37;0
48;2020-S22;76286,00;0,00;391,00;0,00;0,00;512,54;0
49;2020-S20;815881,00;28,00;1686,00;3,43;1,66;206,65;0
49;2020-S21;815881,00;90,00;2645,00;11,03;3,40;324,19;0
49;2020-S22;815881,00;40,00;3138,00;4,90;1,27;384,61;0
50;2020-S20;490669,00;7,00;758,00;1,43;0,92;154,48;0
50;2020-S21;490669,00;3,00;1148,00;0,61;0,26;233,97;0
50;2020-S22;490669,00;2,00;1367,00;0,41;0,15;278,60;0
51;2020-S20;563823,00;37,00;1290,00;6,56;2,87;228,80;0
51;2020-S21;563823,00;40,00;1842,00;7,09;2,17;326,70;0
51;2020-S22;563823,00;39,00;1804,00;6,92;2,16;319,96;0
52;2020-S20;169250,00;4,00;365,00;2,36;1,10;215,66;0
52;2020-S21;169250,00;7,00;407,00;4,14;1,72;240,47;0
52;2020-S22;169250,00;5,00;438,00;2,95;1,14;258,79;0
53;2020-S20;305365,00;8,00;436,00;2,62;1,83;142,78;0
53;2020-S21;305365,00;7,00;628,00;2,29;1,11;205,66;0
53;2020-S22;305365,00;7,00;706,00;2,29;0,99;231,20;0
54;2020-S20;730398,00;56,00;2314,00;7,67;2,42;316,81;0
54;2020-S21;730398,00;115,00;4396,00;15,74;2,62;601,86;0
54;2020-S22;730398,00;58,00;4222,00;7,94;1,37;578,04;0
55;2020-S20;181641,00;48,00;778,00;26,43;6,17;428,32;0
55;2020-S21;181641,00;41,00;1175,00;22,57;3,49;646,88;0
55;2020-S22;181641,00;17,00;1390,00;9,36;1,22;765,25;0
56;2020-S20;755566,00;6,00;972,00;0,79;0,62;128,65;0
56;2020-S21;755566,00;27,00;1653,00;3,57;1,63;218,78;0
56;2020-S22;755566,00;20,00;1710,00;2,65;1,17;226,32;0
57;2020-S20;1035866,00;121,00;3242,00;11,68;3,73;312,97;0
57;2020-S21;1035866,00;195,00;5031,00;18,82;3,88;485,68;0
57;2020-S22;1035866,00;87,00;4582,00;8,40;1,90;442,34;0
58;2020-S20;199596,00;30,00;556,00;15,03;5,40;278,56;0
58;2020-S21;199596,00;5,00;676,00;2,51;0,74;338,68;0
58;2020-S22;199596,00;6,00;677,00;3,01;0,89;339,19;0
59;2020-S20;2588988,00;127,00;5059,00;4,91;2,51;195,40;0
59;2020-S21;2588988,00;343,00;11210,00;13,25;3,06;432,99;0
59;2020-S22;2588988,00;341,00;13343,00;13,17;2,56;515,38;0
60;2020-S20;825077,00;55,00;1412,00;6,67;3,90;171,14;0
60;2020-S21;825077,00;55,00;2222,00;6,67;2,48;269,31;0
60;2020-S22;825077,00;38,00;1924,00;4,61;1,98;233,19;0
61;2020-S20;276903,00;18,00;664,00;6,50;2,71;239,80;0
61;2020-S21;276903,00;25,00;1010,00;9,03;2,48;364,75;0
61;2020-S22;276903,00;13,00;1104,00;4,69;1,18;398,70;0
62;2020-S20;1452778,00;37,00;1818,00;2,55;2,04;125,14;0
62;2020-S21;1452778,00;86,00;4061,00;5,92;2,12;279,53;0
62;2020-S22;1452778,00;52,00;4700,00;3,58;1,11;323,52;0
63;2020-S20;660240,00;12,00;1600,00;1,82;0,75;242,34;0
63;2020-S21;660240,00;8,00;2153,00;1,21;0,37;326,09;0
63;2020-S22;660240,00;6,00;2607,00;0,91;0,23;394,86;0
64;2020-S20;683169,00;15,00;1372,00;2,20;1,09;200,83;0
64;2020-S21;683169,00;9,00;2307,00;1,32;0,39;337,69;0
64;2020-S22;683169,00;22,00;2723,00;3,22;0,81;398,58;0
65;2020-S20;226839,00;9,00;642,00;3,97;1,40;283,02;0
65;2020-S21;226839,00;1,00;707,00;0,44;0,14;311,67;0
65;2020-S22;226839,00;7,00;901,00;3,09;0,78;397,20;0
66;2020-S20;479000,00;0,00;663,00;0,00;0,00;138,41;0
66;2020-S21;479000,00;0,00;1147,00;0,00;0,00;239,46;0
66;2020-S22;479000,00;0,00;1163,00;0,00;0,00;242,80;0
67;2020-S20;1132607,00;87,00;3511,00;7,68;2,48;309,99;0
67;2020-S21;1132607,00;97,00;5438,00;8,56;1,78;480,13;0
67;2020-S22;1132607,00;91,00;6365,00;8,03;1,43;561,98;0
68;2020-S20;763204,00;63,00;2143,00;8,25;2,94;280,79;0
68;2020-S21;763204,00;85,00;3009,00;11,14;2,82;394,26;0
68;2020-S22;763204,00;76,00;3686,00;9,96;2,06;482,96;0
69;2020-S20;1876051,00;107,00;5223,00;5,70;2,05;278,40;0
69;2020-S21;1876051,00;127,00;6873,00;6,77;1,85;366,35;0
69;2020-S22;1876051,00;95,00;7910,00;5,06;1,20;421,63;0
70;2020-S20;233194,00;8,00;567,00;3,43;1,41;243,15;0
70;2020-S21;233194,00;4,00;909,00;1,72;0,44;389,80;0
70;2020-S22;233194,00;5,00;1095,00;2,14;0,46;469,57;0
71;2020-S20;547824,00;35,00;1748,00;6,39;2,00;319,08;0
71;2020-S21;547824,00;36,00;2465,00;6,57;1,46;449,96;0
71;2020-S22;547824,00;19,00;2377,00;3,47;0,80;433,90;0
72;2020-S20;560227,00;17,00;906,00;3,03;1,88;161,72;0
72;2020-S21;560227,00;36,00;1582,00;6,43;2,28;282,39;0
72;2020-S22;560227,00;33,00;1544,00;5,89;2,14;275,60;0
73;2020-S20;432548,00;10,00;669,00;2,31;1,49;154,66;0
73;2020-S21;432548,00;17,00;1065,00;3,93;1,60;246,22;0
73;2020-S22;432548,00;13,00;1526,00;3,01;0,85;352,79;0
74;2020-S20;828405,00;28,00;1475,00;3,38;1,90;178,05;0
74;2020-S21;828405,00;17,00;2451,00;2,05;0,69;295,87;0
74;2020-S22;828405,00;10,00;2215,00;1,21;0,45;267,38;0
75;2020-S20;2148271,00;162,00;5962,00;7,54;2,72;277,53;0
75;2020-S21;2148271,00;179,00;9408,00;8,33;1,90;437,93;0
75;2020-S22;2148271,00;185,00;10897,00;8,61;1,70;507,25;0
76;2020-S20;1243788,00;39,00;1879,00;3,14;2,08;151,07;0
76;2020-S21;1243788,00;34,00;2798,00;2,73;1,22;224,96;0
76;2020-S22;1243788,00;13,00;2660,00;1,05;0,49;213,86;0
77;2020-S20;1423607,00;91,00;3739,00;6,39;2,43;262,64;0
77;2020-S21;1423607,00;126,00;5615,00;8,85;2,24;394,42;0
77;2020-S22;1423607,00;121,00;6430,00;8,50;1,88;451,67;0
78;2020-S20;1448625,00;104,00;3036,00;7,18;3,43;209,58;0
78;2020-S21;1448625,00;144,00;4981,00;9,94;2,89;343,84;0
78;2020-S22;1448625,00;156,00;5577,00;10,77;2,80;384,99;0
79;2020-S20;372627,00;18,00;534,00;4,83;3,37;143,31;0
79;2020-S21;372627,00;56,00;1374,00;15,03;4,08;368,73;0
79;2020-S22;372627,00;41,00;3164,00;11,00;1,30;849,11;0
80;2020-S20;569769,00;32,00;1848,00;5,62;1,73;324,34;0
80;2020-S21;569769,00;42,00;2145,00;7,37;1,96;376,47;0
80;2020-S22;569769,00;39,00;3139,00;6,84;1,24;550,93;0
81;2020-S20;387898,00;7,00;1293,00;1,80;0,54;333,34;0
81;2020-S21;387898,00;5,00;1652,00;1,29;0,30;425,89;0
81;2020-S22;387898,00;2,00;1436,00;0,52;0,14;370,20;0
82;2020-S20;262618,00;2,00;673,00;0,76;0,30;256,27;0
82;2020-S21;262618,00;12,00;891,00;4,57;1,35;339,28;0
82;2020-S22;262618,00;5,00;887,00;1,90;0,56;337,75;0
83;2020-S20;1073836,00;9,00;2224,00;0,84;0,40;207,11;0
83;2020-S21;1073836,00;22,00;3284,00;2,05;0,67;305,82;0
83;2020-S22;1073836,00;12,00;4414,00;1,12;0,27;411,05;0
